train_number,train_name,train_type,train_zone,sim_date,stop_seq,station_code,station_name,station_zone,lat,lon,dist_from_prev_km,cum_distance_km,scheduled_arrival_min,actual_arrival_min,delay_minutes,halt_minutes,tsr_active,tsr_speed_kmph,congestion_index,precedence_penalty_min,weather_state,priority_rank
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-01,43,DGR,DURGAPUR,UNK,23.495046,87.297902,7.083,251.256,296.0,305.1,9.1,2,0,,0.219,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-01,44,RBH,RAJBANDH,UNK,23.476136,87.372314,7.875,259.131,302.0,310.3,8.3,0,0,,0.259,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-01,45,PAN,PANAGARH,UNK,23.443034,87.439587,7.787,266.918,309.0,316.0,7.0,0,0,,0.042,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-01,46,MNAE,MANKAR,UNK,23.420373,87.555822,12.124,279.041,317.0,326.6,9.6,0,0,,0.833,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-01,47,PAJ,PARAJ,UNK,23.387863,87.627505,8.159,287.201,324.0,331.6,7.6,0,0,,0.364,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-01,48,GLI,GALSI,UNK,23.358032,87.681236,6.409,293.61,330.0,337.5,7.5,0,0,,0.199,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-01,49,KAN,KHANA JN,UNK,23.320577,87.769547,9.932,303.542,338.0,344.6,6.6,0,0,,0.292,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-01,50,TIT,TALIT,UNK,23.29331,87.819122,5.901,309.443,342.0,348.6,6.6,0,0,,0.322,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-01,51,BWN,BARDDHAMAN JN,UNK,23.249718,87.870281,7.128,316.571,349.0,355.0,6.0,0,0,,0.127,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-01,52,GRP,GANGPUR,UNK,23.223525,87.928116,6.588,323.159,355.0,360.6,5.6,0,0,,0.234,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-01,53,SKG,SAKTIGARH,UNK,23.205879,87.971782,4.875,328.034,359.0,364.4,5.4,0,0,,0.103,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-01,54,PRAE,PALLA ROAD,UNK,23.179393,88.009121,4.821,332.854,363.0,368.0,5.0,0,0,,0.322,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-01,55,CHC,CHANCHAI,UNK,23.157905,88.025521,2.919,335.773,365.0,371.7,6.7,0,0,,0.767,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-01,56,MSAE,MASAGRAM,UNK,23.134791,88.042182,3.083,338.857,368.0,374.9,6.9,0,0,,0.168,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-01,57,NBAE,NABAGRAM,UNK,23.09918,88.066909,4.698,343.555,372.0,381.3,9.3,0,0,,0.906,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-01,58,JRAE,JAUGRAM,UNK,23.078737,88.080887,2.685,346.24,374.0,383.4,9.4,0,0,,0.208,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-01,59,JPQ,JHAPANDANGA,UNK,23.064129,88.091187,1.936,348.176,376.0,385.2,9.2,0,0,,0.141,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-01,60,GRAE,GURAP,UNK,23.02534,88.112282,4.823,353.0,380.0,388.8,8.8,0,0,,0.091,0.0,foggy,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-01,61,HIH,HAJIGARH,UNK,23.007032,88.121403,2.24,355.239,381.0,389.7,8.7,0,0,,0.387,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-01,62,SHBC,SIBAICHANDI,UNK,22.974465,88.13369,3.833,359.073,385.0,393.6,8.6,0,0,,0.05,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-01,63,DNHL,DHANIAKHALI,UNK,22.95019,88.143651,2.885,361.958,387.0,395.4,8.4,0,0,,0.174,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-01,64,BMAE,BELMURI,UNK,22.93272742,88.15233111,2.136,364.094,389.0,397.2,8.2,0,0,,0.032,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-01,65,PBZ,PORABAZAR,UNK,22.916427,88.15914,1.942,366.036,390.0,398.1,8.1,0,0,,0.191,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-01,66,CDAE,CHANDANPUR,UNK,22.8813,88.176177,4.278,370.314,394.0,401.3,7.3,0,0,,0.241,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-01,67,MDSE,MADHU SUDANPUR,UNK,22.845108,88.193499,4.398,374.712,398.0,405.3,7.3,0,0,,0.003,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-01,68,KQU,KAMARKUNDU,UNK,22.821631,88.205127,2.87,377.582,400.0,407.2,7.2,0,0,,0.379,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-01,69,BLAE,BALARAMBATI,UNK,22.8068127,88.21216842,1.799,379.381,401.0,408.3,7.3,0,0,,0.353,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-01,70,MBE,MIRZAPUR BANKIPUR,UNK,22.78738,88.224626,2.51,381.89,403.0,410.4,7.4,0,0,,0.193,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-01,71,BRPA,BARUIPARA,UNK,22.766787,88.237381,2.637,384.527,406.0,417.3,11.3,0,0,,0.795,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-01,72,BPAE,BEGUMPUR,UNK,22.737627,88.255644,3.744,388.272,409.0,420.2,11.2,0,0,,0.337,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-01,73,JOX,JANAI ROAD,UNK,22.722379,88.26511,1.954,390.226,411.0,422.3,11.3,0,0,,0.091,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-01,74,GBRA,GOBRA,UNK,22.695504,88.279274,3.323,393.548,413.0,424.5,11.5,0,0,,0.026,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-01,75,DKAE,DANKUNI,UNK,22.677422,88.291491,2.369,395.918,415.0,426.6,11.6,0,0,,0.34,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-01,76,BZL,BELANAGAR,UNK,22.661605,88.318224,3.258,399.176,418.0,429.4,11.4,0,0,,0.266,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-01,77,BLY,BALLY,UNK,22.65526558,88.34060655,2.402,401.579,420.0,431.5,11.5,0,0,,0.368,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-01,78,BEQ,BELUR,UNK,22.63591201,88.33950084,2.155,403.734,422.0,433.7,11.7,0,0,,0.106,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-01,79,LLH,LILUAH,UNK,22.621521,88.339559,1.6,405.334,423.0,434.6,11.6,0,0,,0.208,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-01,80,HWH,HOWRAH JN,UNK,22.584078,88.340999,4.166,409.5,426.0,437.8,11.8,0,0,,0.209,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,0,RNC,RANCHI,UNK,23.348811,85.33352,,0.0,0.0,4.5,4.5,0,0,,0.317,0.0,foggy,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,1,NKM,NAMKON,UNK,23.351755,85.376672,4.417,4.417,4.0,7.8,3.8,0,0,,0.159,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,2,TIS,TATISILWAI,UNK,23.369845,85.435706,6.353,10.77,11.0,15.0,4.0,0,0,,0.105,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,3,GAG,GANGAGHAT,UNK,23.36139824,85.5070501,7.343,18.113,19.0,22.1,3.1,0,0,,0.246,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,5,KITA,KITA,UNK,23.3648848,85.76424803,26.257,44.37,47.0,48.4,1.4,0,0,,0.235,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,6,SLF,SILLI,UNK,23.3515634,85.82812939,6.687,51.058,57.0,58.4,1.4,0,0,,0.396,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,7,MURI,MURI,UNK,23.37628437,85.86699069,4.826,55.884,65.0,67.4,2.4,2,0,,0.999,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,8,THO,TULIN,UNK,23.378363,85.902125,3.593,59.477,71.0,73.3,2.3,0,0,,0.392,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,9,JAA,JHALIDA,UNK,23.370005,85.975282,7.525,67.002,81.0,82.1,1.1,0,0,,0.336,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,10,KSX,KOTSHILA,UNK,23.411691,86.079548,11.607,78.609,96.0,96.0,0.0,0,0,,0.292,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,11,DRGU,DAMRU GHUTU,UNK,23.45136,86.08981,4.534,83.142,103.0,103.0,0.0,0,0,,0.391,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,12,PNW,PUNDHAG,UNK,23.508909,86.089576,6.399,89.542,111.0,111.0,0.0,0,0,,0.018,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,13,RDF,RADHAGAON,UNK,23.59787,86.089065,9.892,99.434,124.0,124.0,0.0,0,0,,0.29,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,14,BKSC,BOKARO STEEL CITY,UNK,23.656551,86.085016,6.538,105.972,133.0,133.0,0.0,5,0,,0.388,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,15,TKB,TUPKADIH,UNK,23.71361759,86.06389046,6.7,112.672,144.0,144.0,0.0,0,0,,0.342,0.0,foggy,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,16,RJB,RAJABERA,UNK,23.751105,86.080936,4.515,117.187,156.0,156.0,0.0,0,0,,0.068,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,17,CRP,CHANDRAPURA,UNK,23.755676,86.119775,3.985,121.173,163.0,163.4,0.4,2,0,,0.374,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,18,DDGA,DUGDA,UNK,23.75873842,86.16192797,4.304,125.476,170.0,170.3,0.3,0,0,,0.186,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,19,JNN,Jamuniatand,ECR,23.75454,86.191952,3.091,128.567,174.0,174.2,0.2,0,0,,0.367,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,20,PLJE,PHULWARTANR,UNK,23.77515,86.226577,4.203,132.771,182.0,182.0,0.0,0,0,,0.187,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,21,KTH,KATRASGARH,UNK,23.795757,86.302399,8.048,140.819,196.0,196.0,0.0,0,0,,0.274,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,22,SJA,SIJUA,UNK,23.79015569,86.3297281,2.849,143.668,201.0,201.0,0.0,0,0,,0.362,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,23,BZS,BANSJORA,UNK,23.789931,86.354545,2.525,146.193,205.0,205.0,0.0,0,0,,0.075,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,24,BZE,BASERIA,UNK,23.786754,86.381653,2.781,148.974,208.0,208.0,0.0,0,0,,0.089,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,25,KDS,KASUNDA JN,UNK,23.78998861,86.39589356,1.493,150.467,210.0,210.0,0.0,0,0,,0.342,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,26,DHN,DHANBAD JN,UNK,23.790966,86.428956,3.366,153.833,217.0,217.0,0.0,5,0,,0.138,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,27,DOKM,DOKRA HALT,UNK,23.782884,86.480808,5.352,159.184,222.0,222.1,0.1,0,0,,0.343,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,28,PKA,PRADHANKHUNTA,UNK,23.77259,86.515977,3.757,162.942,225.0,225.3,0.3,0,0,,0.376,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,29,CAM,CHHOTA AMBANA,UNK,23.76275318,86.57461305,6.066,169.008,230.0,230.0,0.0,0,0,,0.333,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,30,KAO,KALUBATHAN,UNK,23.758149,86.661294,8.836,177.845,237.0,237.0,0.0,0,0,,0.143,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,31,TNW,THAPAR NAGAR,UNK,23.769198,86.70137,4.259,182.104,241.0,241.0,0.0,0,0,,0.32,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,32,MMU,MUGMA,UNK,23.751414,86.747614,5.105,187.209,245.0,245.0,0.0,0,0,,0.257,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,33,KMME,KUMARDUBI,UNK,23.747453,86.794065,4.748,191.957,249.0,249.0,0.0,0,0,,0.057,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,34,BRR,BARAKAR,UNK,23.7416829,86.818859,2.604,194.561,251.0,251.0,0.0,0,0,,0.134,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,35,ULT,KULTI,UNK,23.737816,86.84887,3.085,197.646,254.0,254.0,0.0,0,0,,0.005,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,36,STN,SITARAMPUR,UNK,23.723864,86.896472,5.088,202.734,258.0,258.0,0.0,0,0,,0.356,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,37,BCQ,BARACHAK,UNK,23.706726,86.928133,3.744,206.478,261.0,261.0,0.0,0,0,,0.029,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,38,ASN,ASANSOL JN,UNK,23.691441,86.975152,5.08,211.558,265.0,265.2,0.2,2,0,,0.208,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,39,KPK,KALIPAHARI,UNK,23.6652,87.01593,5.075,216.633,269.0,269.0,0.0,0,0,,0.193,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,40,RNG,RANIGANJ,UNK,23.602851,87.11698,12.411,229.044,278.0,278.0,0.0,1,0,,0.152,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,41,UDL,ANDAL JN,UNK,23.579012,87.181194,7.06,236.104,284.0,284.0,0.0,0,0,,0.226,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,42,OYR,WARIA,UNK,23.537562,87.246177,8.069,244.173,290.0,290.0,0.0,0,0,,0.051,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,43,DGR,DURGAPUR,UNK,23.495046,87.297902,7.083,251.256,296.0,297.6,1.6,2,0,,0.874,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,44,RBH,RAJBANDH,UNK,23.476136,87.372314,7.875,259.131,302.0,303.3,1.3,0,0,,0.348,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,45,PAN,PANAGARH,UNK,23.443034,87.439587,7.787,266.918,309.0,313.8,4.8,0,0,,0.953,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,46,MNAE,MANKAR,UNK,23.420373,87.555822,12.124,279.041,317.0,321.0,4.0,0,0,,0.379,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,47,PAJ,PARAJ,UNK,23.387863,87.627505,8.159,287.201,324.0,327.1,3.1,0,0,,0.116,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,48,GLI,GALSI,UNK,23.358032,87.681236,6.409,293.61,330.0,333.0,3.0,0,0,,0.02,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,49,KAN,KHANA JN,UNK,23.320577,87.769547,9.932,303.542,338.0,339.6,1.6,0,0,,0.246,0.0,foggy,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,50,TIT,TALIT,UNK,23.29331,87.819122,5.901,309.443,342.0,343.0,1.0,0,0,,0.208,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,51,BWN,BARDDHAMAN JN,UNK,23.249718,87.870281,7.128,316.571,349.0,349.0,0.0,0,0,,0.359,0.0,clear,2
12020,Ranchi-Howrah Shatabdi Express,Shtb,ER,2026-01-02,52,GRP,GANGPUR,UNK,23.223525,87.928116,6.588,323.159,355.0,355.0,0.0,0,0,,0.178,0.0,clear,2
